date,open,high,low,close,volume
2017-09-11,351.35,363.71,350.0,363.69,7651000.0
2017-09-12,364.49,368.76,360.4,362.75,5966204.0
2017-09-13,363.82,368.07,359.59,366.23,4171185.0
2017-09-14,364.33,377.96,362.63,377.64,7170263.0
2017-09-15,374.51,380.0,372.7,379.81,5407227.0
2017-09-18,380.25,389.61,377.68,385.0,7177773.0
2017-09-19,380.0,382.39,373.57,375.1,6435208.0
2017-09-20,373.0,378.249,371.07,373.91,4909958.0
2017-09-21,374.9,376.83,364.51,366.48,4610872.0
2017-09-22,366.49,369.8999,350.88,351.09,8142895.0
2017-09-25,353.15,357.469,342.88,344.99,7587158.0
2017-09-26,350.93,351.24,340.9,345.25,7149649.0
2017-09-27,349.9,351.489,340.5,340.97,6027375.0
2017-09-28,339.88,342.75,335.4,339.6,5309779.0
2017-09-29,341.86,344.68,338.601,341.1,5099051.0
2017-10-02,342.52,343.7,335.51,341.53,5227547.0
2017-10-03,335.9,348.55,331.28,348.14,10122550.0
2017-10-04,351.25,358.62,349.6,355.01,8147995.0
2017-10-05,356.0,357.435,351.35,355.33,4167913.0
2017-10-06,353.1,360.0992,352.25,356.88,4272866.0
2017-10-09,349.65,351.75,342.67,342.94,7461461.0
2017-10-10,346.8,355.63,345.5305,355.59,6972263.0
2017-10-11,353.89,357.6,351.15,354.6,4494733.0
2017-10-12,352.95,359.78,352.64,355.68,4073552.0
2017-10-13,356.98,358.49,353.68,355.57,3538807.0
2017-10-16,353.76,354.48,347.16,350.6,5373090.0
2017-10-17,350.91,356.22,350.07,355.75,3290290.0
2017-10-18,355.97,363.0,354.13,359.65,4936024.0
2017-10-19,355.56,357.1465,348.2,351.81,5055715.0
2017-10-20,352.69,354.55,344.34,345.1,4925657.0
2017-10-23,349.88,349.95,336.25,337.02,5739598.0
2017-10-24,338.8,342.8,336.16,337.34,4485692.0
2017-10-25,336.7,337.5,323.56,325.84,8583619.0
2017-10-26,327.78,330.23,323.2,326.17,5010087.0
2017-10-27,319.75,324.59,316.66,320.87,6968365.0
2017-10-30,319.18,323.78,317.25,320.08,4247619.0
2017-10-31,320.23,331.95,320.18,331.53,5650062.0
2017-11-01,332.25,332.6089,320.26,321.08,8242487.0
2017-11-02,300.13,308.69,292.63,299.26,19771280.0
2017-11-03,299.5,306.25,295.13,306.09,8885933.0
2017-11-06,307.0,307.5,299.01,302.78,6480689.0
2017-11-07,301.02,306.5,300.03,306.05,5284844.0
2017-11-08,305.5,306.89,301.3001,304.39,4725355.0
2017-11-09,302.5,304.46,296.3,302.99,5440173.0
2017-11-10,302.5,308.36,301.85,302.99,4621080.0
2017-11-13,300.13,316.8,299.11,315.4,7565242.0
2017-11-14,315.0,316.35,306.9,308.7,5661904.0
2017-11-15,306.01,312.49,301.5,311.3,5951835.0
2017-11-16,313.99,318.14,311.3,312.5,5794409.0
2017-11-17,325.67,326.67,313.15,315.05,13720830.0
2017-11-20,313.79,315.5,304.75,308.74,8241821.0
2017-11-21,310.86,318.23,308.71,317.81,7256381.0
2017-11-22,316.77,317.42,311.84,312.6,4913283.0
2017-11-24,313.79,316.41,311.0,315.55,3244065.0
2017-11-27,313.25,317.34,309.51,316.81,4537779.0
2017-11-28,316.36,320.0,313.92,317.55,4941703.0
2017-11-29,317.3,318.0,301.23,307.54,8757463.0
2017-11-30,308.56,310.7,304.54,308.85,4345434.0
2017-12-01,305.44,310.32,305.05,306.53,4286082.0
2017-12-04,306.5,308.265,300.61,305.2,5834227.0
2017-12-05,302.0,308.0,301.0,303.7,4643708.0
2017-12-06,300.1,313.39,300.0,313.26,7184477.0
2017-12-07,312.0,318.6341,311.05,311.24,4779590.0
2017-12-08,314.6,316.98,311.26,315.13,3466088.0
2017-12-11,314.63,329.01,313.75,328.91,7926090.0
2017-12-12,330.45,341.44,330.03,341.03,8715570.0
2017-12-13,340.93,344.22,336.5,339.03,6217701.0
2017-12-14,341.01,347.44,336.9,337.89,5792024.0
2017-12-15,342.04,343.9,335.76,343.45,6921246.0
2017-12-18,344.9,346.73,337.58,338.87,5466546.0
2017-12-19,340.26,341.4925,330.3,331.1,6820868.0
2017-12-20,332.69,333.1,325.04,328.98,5907378.0
2017-12-21,329.59,333.74,327.21,331.66,4369994.0
2017-12-22,329.51,330.9214,324.82,325.2,4207602.0
2017-12-26,323.83,323.94,316.58,317.29,4368699.0
2017-12-27,316.0,317.68,310.75,311.64,4705084.0
2017-12-28,311.75,315.82,309.54,315.36,4306746.0
2017-12-29,316.18,316.41,310.0,311.35,3769504.0
2018-01-02,312.0,322.1099,311.0,320.53,4345615.0
2018-01-03,321.0,325.25,315.55,317.25,4438520.0
2018-01-04,312.87,318.55,305.68,314.62,9944593.0
2018-01-05,316.62,317.24,312.0,316.58,4588728.0
2018-01-08,316.0,337.0199,315.5,336.41,9832610.0
2018-01-09,335.16,338.8,327.405,333.69,7134525.0
2018-01-10,332.2,337.0,330.0,334.8,4303053.0
2018-01-11,335.24,344.8099,333.26,337.95,6640863.0
2018-01-12,338.63,340.41,333.67,336.22,4822509.0
2018-01-16,337.54,345.0,334.8,340.06,6429234.0
2018-01-17,340.47,349.0,339.75,347.16,7092554.0
2018-01-18,345.67,352.3,343.74,344.57,5679629.0
2018-01-19,345.0,350.5899,342.6,350.02,4871181.0
2018-01-22,349.4,357.83,349.2,351.56,6199777.0
2018-01-23,360.0,360.5,351.0,352.79,5447622.0
2018-01-24,354.58,354.75,343.52,345.89,5277386.0
2018-01-25,348.27,349.2,336.4,337.64,6725208.0
2018-01-26,341.5,344.0,335.71,342.85,4535457.0
2018-01-29,339.85,350.85,338.28,349.53,4738208.0
2018-01-30,345.14,348.27,342.17,345.82,4710684.0
2018-01-31,347.51,356.19,345.19,354.31,6199373.0
2018-02-01,351.0,359.66,348.63,349.25,4187440.0
2018-02-02,348.44,351.95,340.51,343.75,3696157.0
2018-02-05,337.97,344.47,333.0,333.13,4441166.0
2018-02-06,325.21,336.22,323.5,333.97,5080032.0
2018-02-07,338.99,346.0,335.66,345.0,6729682.0
2018-02-08,343.31,348.62,314.6,315.23,10296420.0
2018-02-09,319.93,320.9845,294.76,310.42,12924430.0
2018-02-12,316.13,318.08,306.25,315.73,6224479.0
2018-02-13,315.02,324.19,312.5105,323.66,4554631.0
2018-02-14,320.84,326.17,318.52,322.31,3948077.0
2018-02-15,324.5,334.12,322.4,334.065,5909823.0
2018-02-16,332.5,343.12,331.64,335.49,5640184.0
2018-02-20,334.47,340.84,331.5,334.77,4005962.0
2018-02-21,336.03,339.6929,333.17,333.3,3207250.0
2018-02-22,335.53,347.44,334.7501,346.17,6961880.0
2018-02-23,347.83,354.99,347.1,352.05,5814177.0
2018-02-26,353.5,359.0,352.355,357.42,4334500.0
2018-02-27,356.25,359.99,350.01,350.99,4785022.0
2018-02-28,352.57,355.24,342.22,343.06,6066044.0
2018-03-01,345.01,348.67,330.07,330.93,6872552.0
2018-03-02,326.98,335.22,322.97,335.12,5088789.0
2018-03-05,332.39,337.75,329.2929,333.35,3820702.0
2018-03-06,333.75,336.37,327.03,328.2,4236483.0
2018-03-07,325.44,332.5,321.74,332.3,5001940.0
2018-03-08,332.86,333.3,326.274,329.1,3514367.0
2018-03-09,324.1,328.49,322.37,327.17,5502779.0
2018-03-12,328.61,347.21,326.5,345.51,8252919.0
2018-03-13,344.92,345.12,336.2635,341.84,5960636.0
2018-03-14,336.76,339.81,323.93,326.63,7952152.0
2018-03-15,329.38,332.85,321.1,325.6,6554568.0
2018-03-16,325.96,327.4,319.07,321.35,6113365.0
2018-03-19,316.5,320.75,309.67,313.56,7467890.0
2018-03-20,314.87,316.25,308.76,310.55,4761031.0
2018-03-21,310.25,322.44,310.19,316.53,5954247.0
2018-03-22,313.89,318.82,308.18,309.1,4924928.0
2018-03-23,311.25,311.61,300.45,301.54,6639960.0
2018-03-26,307.34,307.59,291.36,304.18,8364937.0
2018-03-27,304.0,304.27,277.18,279.18,13787060.0
2018-03-28,264.58,268.68,252.1,257.78,20962280.0
2018-03-29,256.49,270.9599,248.21,266.13,15014440.0
2018-04-02,256.26,260.3318,244.5901,252.48,16093290.0
2018-04-03,269.82,273.35,254.49,267.53,18829650.0
2018-04-04,252.78,288.37,252.0,286.94,19880180.0
2018-04-05,289.34,306.26,288.2,305.72,19025860.0
2018-04-06,301.0,309.28,295.5,299.3,13516530.0
2018-04-09,300.37,309.5,289.21,289.66,10241410.0
2018-04-10,298.97,307.1,293.68,304.7,11017010.0
2018-04-11,300.74,308.98,299.66,300.93,7470204.0
2018-04-12,302.32,303.95,293.68,294.08,7595525.0
2018-04-13,303.6,303.9499,295.98,300.34,7319225.0
2018-04-16,299.0,299.66,289.01,291.21,6289497.0
2018-04-17,288.87,292.17,282.51,287.69,6931152.0
2018-04-18,291.08,300.24,288.16,293.35,6531563.0
2018-04-19,291.08,301.01,288.55,300.08,6083800.0
2018-04-20,295.17,299.98,289.75,290.24,5622630.0
2018-04-23,291.29,291.62,282.33,283.37,4880743.0
2018-04-24,285.0,287.09,278.46,283.46,5678242.0
2018-04-25,283.5,285.16,277.25,280.69,4000421.0
2018-04-26,278.75,285.79,276.5,285.48,4348108.0
2018-04-27,285.37,294.47,283.83,294.075,4346854.0
2018-04-30,293.61,298.73,292.5,293.9,4224068.0
2018-05-01,293.51,300.82,293.22,299.92,4614946.0
2018-05-02,298.57,306.85,297.7844,301.15,8346176.0
2018-05-03,278.79,288.04,275.23,284.45,17339090.0
2018-05-04,283.0,296.86,279.52,294.09,8565506.0
2018-05-07,297.5,305.9588,295.17,302.77,8673090.0
2018-05-08,300.795,307.75,299.0,301.97,5927447.0
2018-05-09,300.41,307.01,300.05,306.85,5712255.0
2018-05-10,307.4997,312.99,304.1119,305.02,5642771.0
2018-05-11,307.7,308.88,299.08,301.06,4665321.0
2018-05-14,303.32,304.94,291.62,291.97,7265501.0
2018-05-15,285.01,286.96,280.5,284.18,9509753.0
2018-05-16,283.83,288.81,281.56,286.48,5669644.0
2018-05-17,285.9,289.1873,283.97,284.54,4418258.0
2018-05-18,284.65,284.65,274.0,276.82,7243699.0
2018-05-21,281.33,291.49,281.3,284.49,9167844.0
2018-05-22,287.762,288.0,273.422,275.01,8938501.0
2018-05-23,277.76,279.9099,274.0,279.07,5972237.0
2018-05-24,278.4,281.11,274.89,277.85,4170789.0
2018-05-25,277.625,279.64,275.61,278.85,3872621.0
2018-05-29,278.51,286.5,276.15,283.76,5657153.0
2018-05-30,283.29,295.005,281.6,291.72,7473590.0
2018-05-31,287.21,290.37,282.93,284.73,5912825.0
2018-06-01,285.86,291.95,283.839,291.82,5417984.0
2018-06-04,294.34,299.0,293.548,296.74,4793787.0
2018-06-05,297.7,297.8,286.74,291.13,5877873.0
2018-06-06,300.5,322.17,297.48,319.5,18742400.0
2018-06-07,316.15,330.0,313.58,316.09,14336110.0
2018-06-08,319.0,324.48,317.15,317.66,8192175.0
2018-06-11,322.51,334.66,322.5,332.1,13166050.0
2018-06-12,344.7,354.97,338.0,342.77,22256430.0
2018-06-13,346.706,347.2,339.8,344.78,9401467.0
2018-06-14,347.63,358.75,346.6,357.72,10961150.0
2018-06-15,353.84,364.67,351.25,358.17,10827560.0
2018-06-18,355.4,373.73,354.5,370.83,12025450.0
2018-06-19,365.16,370.0,346.25,352.55,12734840.0
2018-06-20,358.04,364.38,352.0,362.22,8370268.0
2018-06-21,362.0,366.2139,346.27,347.51,7949846.0
2018-06-22,351.54,352.25,332.0,333.63,10253770.0
2018-06-25,330.12,338.47,327.5,333.01,6925089.0
2018-06-26,336.054,343.55,325.799,342.0,7434749.0
2018-06-27,345.0,350.79,339.5,344.5,8313817.0
2018-06-28,348.66,357.02,346.11,349.93,8388172.0
2018-06-29,353.33,353.86,342.41,342.95,6475903.0
2018-07-02,360.07,364.78,329.85,335.07,18732710.0
2018-07-03,331.75,332.49,309.69,310.86,12282640.0
2018-07-05,313.76,314.39,296.22,309.16,17457570.0
2018-07-06,304.955,312.07,302.0,308.9,8860198.0
2018-07-09,311.99,318.52,308.0,318.51,7579541.0
2018-07-10,324.56,327.6771,319.2,322.47,9437557.0
2018-07-11,315.8,321.94,315.07,318.96,4878595.0
2018-07-12,321.43,323.23,312.77,316.71,5711851.0
2018-07-13,315.58,319.5849,309.25,318.87,5866776.0
2018-07-16,311.71,315.16,306.25,310.1,7800454.0
2018-07-17,308.81,324.74,308.5,322.69,6987782.0
2018-07-18,325.0,325.5,316.25,323.85,5610085.0
2018-07-19,316.33,323.54,314.01,320.23,5907116.0
2018-07-20,321.23,323.24,311.7093,313.58,5159831.0
2018-07-23,301.84,305.5,292.8601,303.2,10974820.0
2018-07-24,304.4209,307.7171,292.5452,297.43,9586186.0
2018-07-25,296.74,309.62,294.5025,308.74,7031382.0
2018-07-26,304.85,310.7,303.6411,306.65,4619567.0
2018-07-27,307.25,307.6933,295.3404,297.18,5694690.0
2018-07-30,295.9,296.1,286.13,290.17,6799581.0
2018-07-31,292.25,298.32,289.07,298.14,5055094.0
2018-08-01,297.99,303.0,293.0,300.84,8768099.0
2018-08-02,328.44,349.99,323.16,349.54,23159160.0
2018-08-03,347.81,355.0,342.53,348.17,13646640.0
2018-08-06,345.46,354.98,341.82,341.99,8536766.0
2018-08-07,343.84,387.46,339.1501,379.57,30596400.0
2018-08-08,369.09,382.64,367.12,370.34,24535420.0
2018-08-09,365.55,367.01,345.73,352.45,16951800.0
2018-08-10,354.0,360.0,346.0,355.49,11530510.0
2018-08-13,361.13,363.19,349.02,356.41,10444920.0
2018-08-14,358.45,359.1995,347.1,347.64,6948511.0
2018-08-15,341.906,344.49,332.14,338.69,9073033.0
2018-08-16,339.91,342.28,333.82,335.45,6045392.0
2018-08-17,323.5,326.77,303.53,305.5,18895880.0
2018-08-20,291.704,308.5,288.2,308.44,17380430.0
2018-08-21,310.61,324.79,309.0,321.9,13147770.0
2018-08-22,320.87,323.88,314.67,321.64,5935853.0
2018-08-23,319.14,327.32,318.1,320.1,5138685.0
2018-08-24,320.7,323.85,319.4,322.82,3592734.0
2018-08-27,318.0,322.435,308.81,319.27,13062650.0
2018-08-28,318.41,318.88,311.19,311.86,7639453.0
2018-08-29,310.27,311.85,303.69,305.01,7410538.0
2018-08-30,302.26,304.6,297.72,303.15,7210625.0
2018-08-31,302.0,305.3082,298.6,301.66,5367048.0
2018-09-04,296.94,298.19,288.0,288.95,8304571.0
2018-09-05,285.05,286.78,277.18,280.74,7707342.0
2018-09-06,284.8,291.17,278.88,280.95,7472756.0
2018-09-07,260.1,268.35,252.2548,263.24,22442310.0
2018-09-10,273.26,286.03,271.0,285.5,14232250.0
2018-09-11,279.47,282.0,273.55,279.44,9161061.0
2018-09-12,281.44,292.5,278.6463,290.54,10002150.0
2018-09-13,288.02,295.0,285.18,289.46,6333281.0
2018-09-14,288.76,297.3256,286.52,295.2,6757652.0
2018-09-17,290.04,300.87,288.13,294.84,6866208.0
2018-09-18,296.69,302.64,275.5,284.96,16494280.0
2018-09-19,280.51,300.0,280.5,299.02,8264353.0
2018-09-20,303.56,305.98,293.33,298.33,7332477.0
2018-09-21,297.7,300.58,295.37,299.1,5038497.0
2018-09-24,298.48,302.9993,293.58,299.68,4834384.0
2018-09-25,300.0,304.6,296.5,300.99,4472287.0
2018-09-26,301.91,313.89,301.1093,309.58,7835863.0
2018-09-27,312.9,314.96,306.91,307.52,7337760.0
2018-09-28,270.26,278.0,260.555,264.77,33597290.0
2018-10-01,305.77,311.44,301.05,310.7,21714210.0
2018-10-02,313.95,316.84,299.15,301.02,11699690.0
2018-10-03,303.33,304.6,291.57,294.8,7982272.0
2018-10-04,293.95,294.0,277.67,281.83,9638885.0
2018-10-05,274.65,274.88,260.0,261.95,17900710.0
2018-10-08,264.52,267.7599,249.0,250.56,13371180.0
2018-10-09,255.25,266.77,253.3,262.8,12037780.0
2018-10-10,264.61,265.51,247.77,256.88,12781560.0
2018-10-11,257.53,262.25,249.03,252.23,8128184.0
2018-10-12,261.0,261.99,252.01,258.78,7189257.0
2018-10-15,259.06,263.28,254.5367,259.59,6189026.0
